index,depth,label,chunk,source,set
603,604.783851554664,1.9,chunk_data/SVID/1cm/chunks/chunk_603.jpg,SVID,Train
604,605.783851554664,,chunk_data/SVID/1cm/chunks/chunk_604.jpg,SVID,N/A
605,606.783851554664,,chunk_data/SVID/1cm/chunks/chunk_605.jpg,SVID,N/A
606,607.783851554664,,chunk_data/SVID/1cm/chunks/chunk_606.jpg,SVID,N/A
607,608.783851554664,,chunk_data/SVID/1cm/chunks/chunk_607.jpg,SVID,N/A
608,609.783851554664,,chunk_data/SVID/1cm/chunks/chunk_608.jpg,SVID,N/A
609,610.783851554664,,chunk_data/SVID/1cm/chunks/chunk_609.jpg,SVID,N/A
610,611.783851554664,,chunk_data/SVID/1cm/chunks/chunk_610.jpg,SVID,N/A
611,612.783851554664,1.9,chunk_data/SVID/1cm/chunks/chunk_611.jpg,SVID,Train
612,613.783851554664,,chunk_data/SVID/1cm/chunks/chunk_612.jpg,SVID,N/A
613,614.783851554664,,chunk_data/SVID/1cm/chunks/chunk_613.jpg,SVID,N/A
614,615.783851554664,,chunk_data/SVID/1cm/chunks/chunk_614.jpg,SVID,N/A
615,616.783851554664,,chunk_data/SVID/1cm/chunks/chunk_615.jpg,SVID,N/A
616,617.783851554664,,chunk_data/SVID/1cm/chunks/chunk_616.jpg,SVID,N/A
617,618.783851554664,,chunk_data/SVID/1cm/chunks/chunk_617.jpg,SVID,N/A
618,619.783851554664,,chunk_data/SVID/1cm/chunks/chunk_618.jpg,SVID,N/A
619,620.783851554664,2.1,chunk_data/SVID/1cm/chunks/chunk_619.jpg,SVID,Train
620,621.783851554664,,chunk_data/SVID/1cm/chunks/chunk_620.jpg,SVID,N/A
621,622.783851554664,,chunk_data/SVID/1cm/chunks/chunk_621.jpg,SVID,N/A
622,623.783851554664,,chunk_data/SVID/1cm/chunks/chunk_622.jpg,SVID,N/A
623,624.783851554664,,chunk_data/SVID/1cm/chunks/chunk_623.jpg,SVID,N/A
624,625.783851554664,,chunk_data/SVID/1cm/chunks/chunk_624.jpg,SVID,N/A
625,626.783851554664,,chunk_data/SVID/1cm/chunks/chunk_625.jpg,SVID,N/A
626,627.783851554664,,chunk_data/SVID/1cm/chunks/chunk_626.jpg,SVID,N/A
627,628.783851554664,1.9,chunk_data/SVID/1cm/chunks/chunk_627.jpg,SVID,Train
628,629.783851554664,,chunk_data/SVID/1cm/chunks/chunk_628.jpg,SVID,N/A
629,630.783851554664,,chunk_data/SVID/1cm/chunks/chunk_629.jpg,SVID,N/A
630,631.783851554664,,chunk_data/SVID/1cm/chunks/chunk_630.jpg,SVID,N/A
631,632.783851554664,,chunk_data/SVID/1cm/chunks/chunk_631.jpg,SVID,N/A
632,633.783851554664,,chunk_data/SVID/1cm/chunks/chunk_632.jpg,SVID,N/A
633,634.783851554664,,chunk_data/SVID/1cm/chunks/chunk_633.jpg,SVID,N/A
634,635.783851554664,,chunk_data/SVID/1cm/chunks/chunk_634.jpg,SVID,N/A
635,636.783851554664,1.8,chunk_data/SVID/1cm/chunks/chunk_635.jpg,SVID,Train
636,637.783851554664,,chunk_data/SVID/1cm/chunks/chunk_636.jpg,SVID,N/A
637,638.783851554664,,chunk_data/SVID/1cm/chunks/chunk_637.jpg,SVID,N/A
638,639.783851554664,,chunk_data/SVID/1cm/chunks/chunk_638.jpg,SVID,N/A
639,640.783851554664,,chunk_data/SVID/1cm/chunks/chunk_639.jpg,SVID,N/A
640,641.783851554664,,chunk_data/SVID/1cm/chunks/chunk_640.jpg,SVID,N/A
641,642.783851554664,,chunk_data/SVID/1cm/chunks/chunk_641.jpg,SVID,N/A
642,643.783851554664,,chunk_data/SVID/1cm/chunks/chunk_642.jpg,SVID,N/A
643,644.783851554664,1.6,chunk_data/SVID/1cm/chunks/chunk_643.jpg,SVID,Train
644,645.783851554664,,chunk_data/SVID/1cm/chunks/chunk_644.jpg,SVID,N/A
645,646.783851554664,,chunk_data/SVID/1cm/chunks/chunk_645.jpg,SVID,N/A
646,647.783851554664,,chunk_data/SVID/1cm/chunks/chunk_646.jpg,SVID,N/A
647,648.783851554664,,chunk_data/SVID/1cm/chunks/chunk_647.jpg,SVID,N/A
648,649.783851554664,,chunk_data/SVID/1cm/chunks/chunk_648.jpg,SVID,N/A
649,650.783851554664,,chunk_data/SVID/1cm/chunks/chunk_649.jpg,SVID,N/A
650,651.783851554664,,chunk_data/SVID/1cm/chunks/chunk_650.jpg,SVID,N/A
651,652.783851554664,,chunk_data/SVID/1cm/chunks/chunk_651.jpg,SVID,N/A
652,653.783851554664,,chunk_data/SVID/1cm/chunks/chunk_652.jpg,SVID,N/A
653,654.783851554664,,chunk_data/SVID/1cm/chunks/chunk_653.jpg,SVID,N/A
654,655.783851554664,,chunk_data/SVID/1cm/chunks/chunk_654.jpg,SVID,N/A
655,656.783851554664,1.7,chunk_data/SVID/1cm/chunks/chunk_655.jpg,SVID,Train
656,657.783851554664,,chunk_data/SVID/1cm/chunks/chunk_656.jpg,SVID,N/A
657,658.783851554664,,chunk_data/SVID/1cm/chunks/chunk_657.jpg,SVID,N/A
658,659.783851554664,,chunk_data/SVID/1cm/chunks/chunk_658.jpg,SVID,N/A
659,660.783851554664,1.7,chunk_data/SVID/1cm/chunks/chunk_659.jpg,SVID,Train
660,661.783851554664,,chunk_data/SVID/1cm/chunks/chunk_660.jpg,SVID,N/A
661,662.783851554664,,chunk_data/SVID/1cm/chunks/chunk_661.jpg,SVID,N/A
662,663.783851554664,,chunk_data/SVID/1cm/chunks/chunk_662.jpg,SVID,N/A
663,664.783851554664,1.9,chunk_data/SVID/1cm/chunks/chunk_663.jpg,SVID,Train
664,665.783851554664,,chunk_data/SVID/1cm/chunks/chunk_664.jpg,SVID,N/A
665,666.783851554664,,chunk_data/SVID/1cm/chunks/chunk_665.jpg,SVID,N/A
666,667.783851554664,,chunk_data/SVID/1cm/chunks/chunk_666.jpg,SVID,N/A
667,668.783851554664,1.7,chunk_data/SVID/1cm/chunks/chunk_667.jpg,SVID,Train
668,669.783851554664,,chunk_data/SVID/1cm/chunks/chunk_668.jpg,SVID,N/A
669,670.783851554664,,chunk_data/SVID/1cm/chunks/chunk_669.jpg,SVID,N/A
670,671.783851554664,,chunk_data/SVID/1cm/chunks/chunk_670.jpg,SVID,N/A
671,672.783851554664,1.6,chunk_data/SVID/1cm/chunks/chunk_671.jpg,SVID,Train
672,673.783851554664,,chunk_data/SVID/1cm/chunks/chunk_672.jpg,SVID,N/A
673,674.783851554664,,chunk_data/SVID/1cm/chunks/chunk_673.jpg,SVID,N/A
674,675.783851554664,,chunk_data/SVID/1cm/chunks/chunk_674.jpg,SVID,N/A
675,676.783851554664,1.7,chunk_data/SVID/1cm/chunks/chunk_675.jpg,SVID,Train
676,677.783851554664,,chunk_data/SVID/1cm/chunks/chunk_676.jpg,SVID,N/A
677,678.783851554664,,chunk_data/SVID/1cm/chunks/chunk_677.jpg,SVID,N/A
678,679.783851554664,,chunk_data/SVID/1cm/chunks/chunk_678.jpg,SVID,N/A
679,680.783851554664,1.6,chunk_data/SVID/1cm/chunks/chunk_679.jpg,SVID,Train
680,681.783851554664,,chunk_data/SVID/1cm/chunks/chunk_680.jpg,SVID,N/A
681,682.783851554664,,chunk_data/SVID/1cm/chunks/chunk_681.jpg,SVID,N/A
682,683.783851554664,,chunk_data/SVID/1cm/chunks/chunk_682.jpg,SVID,N/A
683,684.783851554664,1.3,chunk_data/SVID/1cm/chunks/chunk_683.jpg,SVID,Train
684,685.783851554664,,chunk_data/SVID/1cm/chunks/chunk_684.jpg,SVID,N/A
685,686.783851554664,,chunk_data/SVID/1cm/chunks/chunk_685.jpg,SVID,N/A
686,687.783851554664,,chunk_data/SVID/1cm/chunks/chunk_686.jpg,SVID,N/A
687,688.783851554664,1.7,chunk_data/SVID/1cm/chunks/chunk_687.jpg,SVID,Train
688,689.783851554664,,chunk_data/SVID/1cm/chunks/chunk_688.jpg,SVID,N/A
689,690.783851554664,,chunk_data/SVID/1cm/chunks/chunk_689.jpg,SVID,N/A
690,691.783851554664,,chunk_data/SVID/1cm/chunks/chunk_690.jpg,SVID,N/A
691,692.783851554664,1.5,chunk_data/SVID/1cm/chunks/chunk_691.jpg,SVID,Train
692,693.783851554664,,chunk_data/SVID/1cm/chunks/chunk_692.jpg,SVID,N/A
693,694.783851554664,,chunk_data/SVID/1cm/chunks/chunk_693.jpg,SVID,N/A
694,695.783851554664,,chunk_data/SVID/1cm/chunks/chunk_694.jpg,SVID,N/A
695,696.783851554664,1.5,chunk_data/SVID/1cm/chunks/chunk_695.jpg,SVID,Test
696,697.783851554664,,chunk_data/SVID/1cm/chunks/chunk_696.jpg,SVID,N/A
697,698.783851554664,,chunk_data/SVID/1cm/chunks/chunk_697.jpg,SVID,N/A
698,699.783851554664,,chunk_data/SVID/1cm/chunks/chunk_698.jpg,SVID,N/A
699,700.783851554664,1.6,chunk_data/SVID/1cm/chunks/chunk_699.jpg,SVID,Test
700,701.783851554664,,chunk_data/SVID/1cm/chunks/chunk_700.jpg,SVID,N/A
701,702.783851554664,,chunk_data/SVID/1cm/chunks/chunk_701.jpg,SVID,N/A
702,703.783851554664,,chunk_data/SVID/1cm/chunks/chunk_702.jpg,SVID,N/A
703,704.783851554664,1.4,chunk_data/SVID/1cm/chunks/chunk_703.jpg,SVID,Train
704,705.783851554664,,chunk_data/SVID/1cm/chunks/chunk_704.jpg,SVID,N/A
705,706.783851554664,,chunk_data/SVID/1cm/chunks/chunk_705.jpg,SVID,N/A
706,707.783851554664,,chunk_data/SVID/1cm/chunks/chunk_706.jpg,SVID,N/A
707,708.783851554664,1.0,chunk_data/SVID/1cm/chunks/chunk_707.jpg,SVID,Train
708,709.783851554664,,chunk_data/SVID/1cm/chunks/chunk_708.jpg,SVID,N/A
709,710.783851554664,,chunk_data/SVID/1cm/chunks/chunk_709.jpg,SVID,N/A
710,711.783851554664,,chunk_data/SVID/1cm/chunks/chunk_710.jpg,SVID,N/A
711,712.783851554664,1.6,chunk_data/SVID/1cm/chunks/chunk_711.jpg,SVID,Train
712,713.783851554664,,chunk_data/SVID/1cm/chunks/chunk_712.jpg,SVID,N/A
713,714.783851554664,,chunk_data/SVID/1cm/chunks/chunk_713.jpg,SVID,N/A
714,715.783851554664,,chunk_data/SVID/1cm/chunks/chunk_714.jpg,SVID,N/A
715,716.783851554664,1.8,chunk_data/SVID/1cm/chunks/chunk_715.jpg,SVID,Train
716,717.783851554664,,chunk_data/SVID/1cm/chunks/chunk_716.jpg,SVID,N/A
717,718.783851554664,,chunk_data/SVID/1cm/chunks/chunk_717.jpg,SVID,N/A
718,719.783851554664,,chunk_data/SVID/1cm/chunks/chunk_718.jpg,SVID,N/A
719,720.783851554664,1.7,chunk_data/SVID/1cm/chunks/chunk_719.jpg,SVID,Train
720,721.783851554664,,chunk_data/SVID/1cm/chunks/chunk_720.jpg,SVID,N/A
721,722.783851554664,,chunk_data/SVID/1cm/chunks/chunk_721.jpg,SVID,N/A
722,723.783851554664,,chunk_data/SVID/1cm/chunks/chunk_722.jpg,SVID,N/A
723,724.783851554664,1.8,chunk_data/SVID/1cm/chunks/chunk_723.jpg,SVID,Train
724,725.783851554664,,chunk_data/SVID/1cm/chunks/chunk_724.jpg,SVID,N/A
725,726.783851554664,,chunk_data/SVID/1cm/chunks/chunk_725.jpg,SVID,N/A
726,727.783851554664,,chunk_data/SVID/1cm/chunks/chunk_726.jpg,SVID,N/A
727,728.783851554664,,chunk_data/SVID/1cm/chunks/chunk_727.jpg,SVID,N/A
728,729.783851554664,,chunk_data/SVID/1cm/chunks/chunk_728.jpg,SVID,N/A
729,730.783851554664,,chunk_data/SVID/1cm/chunks/chunk_729.jpg,SVID,N/A
730,731.783851554664,,chunk_data/SVID/1cm/chunks/chunk_730.jpg,SVID,N/A
731,732.783851554664,1.8,chunk_data/SVID/1cm/chunks/chunk_731.jpg,SVID,Train
732,733.783851554664,,chunk_data/SVID/1cm/chunks/chunk_732.jpg,SVID,N/A
733,734.783851554664,,chunk_data/SVID/1cm/chunks/chunk_733.jpg,SVID,N/A
734,735.783851554664,,chunk_data/SVID/1cm/chunks/chunk_734.jpg,SVID,N/A
735,736.783851554664,1.4,chunk_data/SVID/1cm/chunks/chunk_735.jpg,SVID,Train
736,737.783851554664,,chunk_data/SVID/1cm/chunks/chunk_736.jpg,SVID,N/A
737,738.783851554664,,chunk_data/SVID/1cm/chunks/chunk_737.jpg,SVID,N/A
738,739.783851554664,,chunk_data/SVID/1cm/chunks/chunk_738.jpg,SVID,N/A
739,740.783851554664,1.6,chunk_data/SVID/1cm/chunks/chunk_739.jpg,SVID,Train
740,741.783851554664,,chunk_data/SVID/1cm/chunks/chunk_740.jpg,SVID,N/A
741,742.783851554664,,chunk_data/SVID/1cm/chunks/chunk_741.jpg,SVID,N/A
742,743.783851554664,,chunk_data/SVID/1cm/chunks/chunk_742.jpg,SVID,N/A
743,744.783851554664,1.6,chunk_data/SVID/1cm/chunks/chunk_743.jpg,SVID,Train
744,746.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_744.jpg,SVID,N/A
745,747.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_745.jpg,SVID,N/A
746,748.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_746.jpg,SVID,N/A
747,749.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_747.jpg,SVID,N/A
748,750.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_748.jpg,SVID,N/A
749,751.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_749.jpg,SVID,N/A
750,752.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_750.jpg,SVID,N/A
751,753.0496489468405,1.3,chunk_data/SVID/1cm/chunks/chunk_751.jpg,SVID,Train
752,754.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_752.jpg,SVID,N/A
753,755.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_753.jpg,SVID,N/A
754,756.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_754.jpg,SVID,N/A
755,757.0496489468405,1.5,chunk_data/SVID/1cm/chunks/chunk_755.jpg,SVID,Train
756,758.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_756.jpg,SVID,N/A
757,759.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_757.jpg,SVID,N/A
758,760.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_758.jpg,SVID,N/A
759,761.0496489468405,1.1,chunk_data/SVID/1cm/chunks/chunk_759.jpg,SVID,Test
760,762.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_760.jpg,SVID,N/A
761,763.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_761.jpg,SVID,N/A
762,764.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_762.jpg,SVID,N/A
763,765.0496489468405,1.4,chunk_data/SVID/1cm/chunks/chunk_763.jpg,SVID,Train
764,766.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_764.jpg,SVID,N/A
765,767.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_765.jpg,SVID,N/A
766,768.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_766.jpg,SVID,N/A
767,769.0496489468405,1.6,chunk_data/SVID/1cm/chunks/chunk_767.jpg,SVID,Train
768,770.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_768.jpg,SVID,N/A
769,771.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_769.jpg,SVID,N/A
770,772.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_770.jpg,SVID,N/A
771,773.0496489468405,1.4,chunk_data/SVID/1cm/chunks/chunk_771.jpg,SVID,Train
772,774.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_772.jpg,SVID,N/A
773,775.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_773.jpg,SVID,N/A
774,776.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_774.jpg,SVID,N/A
775,777.0496489468405,1.2,chunk_data/SVID/1cm/chunks/chunk_775.jpg,SVID,Train
776,778.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_776.jpg,SVID,N/A
777,779.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_777.jpg,SVID,N/A
778,780.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_778.jpg,SVID,N/A
779,781.0496489468405,1.3,chunk_data/SVID/1cm/chunks/chunk_779.jpg,SVID,Train
780,782.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_780.jpg,SVID,N/A
781,783.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_781.jpg,SVID,N/A
782,784.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_782.jpg,SVID,N/A
783,785.0496489468405,1.1,chunk_data/SVID/1cm/chunks/chunk_783.jpg,SVID,Train
784,786.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_784.jpg,SVID,N/A
785,787.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_785.jpg,SVID,N/A
786,788.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_786.jpg,SVID,N/A
787,789.0496489468405,0.9,chunk_data/SVID/1cm/chunks/chunk_787.jpg,SVID,Train
788,790.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_788.jpg,SVID,N/A
789,791.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_789.jpg,SVID,N/A
790,792.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_790.jpg,SVID,N/A
791,793.0496489468405,1.2,chunk_data/SVID/1cm/chunks/chunk_791.jpg,SVID,Train
792,794.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_792.jpg,SVID,N/A
793,795.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_793.jpg,SVID,N/A
794,796.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_794.jpg,SVID,N/A
795,797.0496489468405,0.9,chunk_data/SVID/1cm/chunks/chunk_795.jpg,SVID,Test
796,798.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_796.jpg,SVID,N/A
797,799.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_797.jpg,SVID,N/A
798,800.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_798.jpg,SVID,N/A
799,801.0496489468405,0.8,chunk_data/SVID/1cm/chunks/chunk_799.jpg,SVID,Train
800,802.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_800.jpg,SVID,N/A
801,803.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_801.jpg,SVID,N/A
802,804.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_802.jpg,SVID,N/A
803,805.0496489468405,0.7,chunk_data/SVID/1cm/chunks/chunk_803.jpg,SVID,Train
804,806.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_804.jpg,SVID,N/A
805,807.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_805.jpg,SVID,N/A
806,808.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_806.jpg,SVID,N/A
807,809.0496489468405,0.8,chunk_data/SVID/1cm/chunks/chunk_807.jpg,SVID,Train
808,810.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_808.jpg,SVID,N/A
809,811.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_809.jpg,SVID,N/A
810,812.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_810.jpg,SVID,N/A
811,813.0496489468405,0.4,chunk_data/SVID/1cm/chunks/chunk_811.jpg,SVID,Train
812,814.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_812.jpg,SVID,N/A
813,815.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_813.jpg,SVID,N/A
814,816.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_814.jpg,SVID,N/A
815,817.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_815.jpg,SVID,N/A
816,818.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_816.jpg,SVID,N/A
817,819.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_817.jpg,SVID,N/A
818,820.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_818.jpg,SVID,N/A
819,821.0496489468405,0.2,chunk_data/SVID/1cm/chunks/chunk_819.jpg,SVID,Train
820,822.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_820.jpg,SVID,N/A
821,823.0496489468405,0.1,chunk_data/SVID/1cm/chunks/chunk_821.jpg,SVID,Train
822,824.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_822.jpg,SVID,N/A
823,825.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_823.jpg,SVID,N/A
824,826.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_824.jpg,SVID,N/A
825,827.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_825.jpg,SVID,N/A
826,828.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_826.jpg,SVID,N/A
827,829.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_827.jpg,SVID,N/A
828,830.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_828.jpg,SVID,N/A
829,831.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_829.jpg,SVID,N/A
830,832.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_830.jpg,SVID,N/A
831,833.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_831.jpg,SVID,N/A
832,834.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_832.jpg,SVID,N/A
833,835.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_833.jpg,SVID,N/A
834,836.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_834.jpg,SVID,N/A
835,837.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_835.jpg,SVID,N/A
836,838.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_836.jpg,SVID,N/A
837,839.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_837.jpg,SVID,N/A
838,840.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_838.jpg,SVID,N/A
839,841.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_839.jpg,SVID,N/A
840,842.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_840.jpg,SVID,N/A
841,843.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_841.jpg,SVID,N/A
842,844.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_842.jpg,SVID,N/A
843,845.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_843.jpg,SVID,N/A
844,846.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_844.jpg,SVID,N/A
845,847.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_845.jpg,SVID,N/A
846,848.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_846.jpg,SVID,N/A
847,849.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_847.jpg,SVID,N/A
848,850.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_848.jpg,SVID,N/A
849,851.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_849.jpg,SVID,N/A
850,852.0496489468405,,chunk_data/SVID/1cm/chunks/chunk_850.jpg,SVID,N/A
851,853.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_851.jpg,SVID,N/A
852,854.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_852.jpg,SVID,N/A
853,855.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_853.jpg,SVID,N/A
854,856.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_854.jpg,SVID,N/A
855,857.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_855.jpg,SVID,N/A
856,858.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_856.jpg,SVID,N/A
857,859.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_857.jpg,SVID,N/A
858,860.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_858.jpg,SVID,N/A
859,861.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_859.jpg,SVID,N/A
860,862.8370110330993,,chunk_data/SVID/1cm/chunks/chunk_860.jpg,SVID,N/A
861,863.8370110330993,0.9,chunk_data/SVID/1cm/chunks/chunk_861.jpg,SVID,Train
862,864.8370110330993,0.8,chunk_data/SVID/1cm/chunks/chunk_862.jpg,SVID,Train
863,865.8370110330993,0.8,chunk_data/SVID/1cm/chunks/chunk_863.jpg,SVID,Train
864,866.8370110330993,0.7,chunk_data/SVID/1cm/chunks/chunk_864.jpg,SVID,Train
865,867.8370110330993,0.3,chunk_data/SVID/1cm/chunks/chunk_865.jpg,SVID,Train
866,868.8370110330993,0.5,chunk_data/SVID/1cm/chunks/chunk_866.jpg,SVID,Train
867,869.8370110330993,0.7,chunk_data/SVID/1cm/chunks/chunk_867.jpg,SVID,Train
868,870.8370110330993,0.5,chunk_data/SVID/1cm/chunks/chunk_868.jpg,SVID,Train
869,871.8370110330993,0.5,chunk_data/SVID/1cm/chunks/chunk_869.jpg,SVID,Train
870,872.8370110330993,0.6,chunk_data/SVID/1cm/chunks/chunk_870.jpg,SVID,Train
871,873.8370110330993,0.4,chunk_data/SVID/1cm/chunks/chunk_871.jpg,SVID,Test
872,874.8370110330993,0.6,chunk_data/SVID/1cm/chunks/chunk_872.jpg,SVID,Test
873,875.8370110330993,0.4,chunk_data/SVID/1cm/chunks/chunk_873.jpg,SVID,Test
874,876.8370110330993,0.5,chunk_data/SVID/1cm/chunks/chunk_874.jpg,SVID,Train
875,877.8370110330993,0.6,chunk_data/SVID/1cm/chunks/chunk_875.jpg,SVID,Test
876,878.8370110330993,0.8,chunk_data/SVID/1cm/chunks/chunk_876.jpg,SVID,Test
877,879.8370110330993,0.6,chunk_data/SVID/1cm/chunks/chunk_877.jpg,SVID,Train
878,880.8370110330993,0.5,chunk_data/SVID/1cm/chunks/chunk_878.jpg,SVID,Test
879,881.8370110330993,0.4,chunk_data/SVID/1cm/chunks/chunk_879.jpg,SVID,Train
880,882.8370110330993,0.2,chunk_data/SVID/1cm/chunks/chunk_880.jpg,SVID,Test
881,883.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_881.jpg,SVID,Train
882,884.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_882.jpg,SVID,Train
883,885.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_883.jpg,SVID,Test
884,886.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_884.jpg,SVID,Train
885,887.8370110330993,0.0,chunk_data/SVID/1cm/chunks/chunk_885.jpg,SVID,Test
886,888.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_886.jpg,SVID,Train
887,889.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_887.jpg,SVID,Train
888,890.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_888.jpg,SVID,Test
889,891.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_889.jpg,SVID,Test
890,892.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_890.jpg,SVID,Train
891,893.8370110330993,0.0,chunk_data/SVID/1cm/chunks/chunk_891.jpg,SVID,Test
892,894.8370110330993,0.0,chunk_data/SVID/1cm/chunks/chunk_892.jpg,SVID,Train
893,895.8370110330993,0.0,chunk_data/SVID/1cm/chunks/chunk_893.jpg,SVID,Test
894,896.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_894.jpg,SVID,Train
895,897.8370110330993,0.0,chunk_data/SVID/1cm/chunks/chunk_895.jpg,SVID,Train
896,898.8370110330993,0.1,chunk_data/SVID/1cm/chunks/chunk_896.jpg,SVID,Train
897,899.8370110330993,0.0,chunk_data/SVID/1cm/chunks/chunk_897.jpg,SVID,Train
898,900.8370110330993,0.0,chunk_data/SVID/1cm/chunks/chunk_898.jpg,SVID,Train
